T,O,value
344,7,8
345,7,8
346,7,10
347,7,16
348,7,6
349,7,11
350,7,7
351,7,9
352,7,15
353,7,5
354,7,11
355,7,7
356,7,11
357,7,12
358,7,10
359,7,15
360,7,11
361,7,12
362,7,12
363,7,13
364,7,7
365,7,17
366,7,5
367,7,7
368,7,11
369,7,12
370,7,13
371,7,10
372,7,15
373,7,8
374,7,15
375,7,7
376,7,10
377,7,6
378,7,10
379,7,15
380,7,11
381,7,13
382,7,9
383,7,7
384,7,9
385,7,7
386,7,17
387,7,3
388,7,19
389,7,13
390,7,12
391,7,7
392,7,17
393,7,17
394,7,10
395,7,7
396,7,14
397,7,7
398,7,19
399,7,7
400,7,16
401,7,8
402,7,16
403,7,11
404,7,37
405,7,8
406,7,15
407,7,9
408,7,16
409,7,10
410,7,14
411,7,7
412,7,9
413,7,7
414,7,9
415,7,15
416,7,10
417,7,6
418,7,9
419,7,10
420,7,14
421,7,8
422,7,15
423,7,10
424,7,15
425,7,8
426,7,16
427,7,7
428,7,9
429,7,6
430,7,12
431,7,13
432,7,7
433,7,3
434,7,15
435,7,6
436,7,18
437,7,8
438,7,7
439,7,8
440,7,10
441,7,14
442,7,8
443,7,16
444,7,13
445,7,14
446,7,7
447,7,15
448,7,7
449,7,16
450,7,8
451,7,17
452,7,8
453,7,15
454,7,9
455,7,15
456,7,10
457,7,14
458,7,11
459,7,15
460,7,7
461,7,15
462,7,9
463,7,16
464,7,9
465,7,17
466,7,7
467,7,7
468,7,11
469,7,5
470,7,16
471,7,6
472,7,20
473,7,4
474,7,18
475,7,8
476,7,8
477,7,7
478,7,7
479,7,17
480,7,9
481,7,16
482,7,7
483,7,4
484,7,9
485,7,5
486,7,6
487,7,16
488,7,8
489,7,16
490,7,6
491,7,11
492,7,7
493,7,6
494,7,8
495,7,10
496,7,7
497,7,8
498,7,9
499,7,10
500,7,14
501,7,9
502,7,15
503,7,10
504,7,15
505,7,5
506,7,9
507,7,10
508,7,9
509,7,14
510,7,17
511,7,7
512,7,9
513,7,16
514,7,8
515,7,15
516,7,10
517,7,5
518,7,10
519,7,8
520,7,16
521,7,8
522,7,16
523,7,8
524,7,7
525,7,5
526,7,19
527,7,9
528,7,9
529,7,14
530,7,10
531,7,14
532,7,10
533,7,14
534,7,10
535,7,15
536,7,6
537,7,9
538,7,9
539,7,9
540,7,14
541,7,7
542,7,9
543,7,7
544,7,16
545,7,12
546,7,7
547,7,5
548,7,9
549,7,6
550,7,9
551,7,9
552,7,4
553,7,4
554,7,17
555,7,7
556,7,16
557,7,9
558,7,17
559,7,7
560,7,16
561,7,8
562,7,16
563,7,7
564,7,6
565,7,10
566,7,8
567,7,7
568,7,11
569,7,6
570,7,17
571,7,7
572,7,8
573,7,10
574,7,6
575,7,6
576,7,11
577,7,14
578,7,12
579,7,6
580,7,17
581,7,6
582,7,17
583,7,8
584,7,17
585,7,7
586,7,17
587,7,6
588,7,15
589,7,17
590,7,8
591,7,14
592,7,10
593,7,14
594,7,11
595,7,4
596,7,23
597,7,4
598,7,41
599,7,8
600,7,16
601,7,7
602,7,17
603,7,8
604,7,6
605,7,11
606,7,7
607,7,42
608,7,5
609,7,8
610,7,9
611,7,7
612,7,18
613,7,6
614,7,19
615,7,2
616,7,20
617,7,7
618,7,8
619,7,11
620,7,4
621,7,40
622,7,17
623,7,10
624,7,7
625,7,18
626,7,8
627,7,14
628,7,15
629,7,9
630,7,8
631,7,32
632,7,9
633,7,15
634,7,9
635,7,13
636,7,10
637,7,7
638,7,22
639,7,10
640,7,8
641,7,16
642,7,10
643,7,14
644,7,8
645,7,30
646,7,9
647,7,11
648,7,13
649,7,11
650,7,14
651,7,10
652,7,15
653,7,8
654,7,16
655,7,8
656,7,15
657,7,9
658,7,15
659,7,9
660,7,15
661,7,10
662,7,6
663,7,4
664,7,30
665,7,9
666,7,5
667,7,18
668,7,14
669,7,11
670,7,4
671,7,9
672,7,9
673,7,16
674,7,8
675,7,15
676,7,9
677,7,14
678,7,35
679,7,37
680,7,5
681,7,5
682,7,14
683,7,10
684,7,16
685,7,8
686,7,15
687,7,9
688,7,16
689,7,7
690,7,40
691,7,9
692,7,15
693,7,9
694,7,16
695,7,8
696,7,16
697,7,17
698,7,39
699,7,16
700,7,18
701,7,10
702,7,20
703,7,8
704,7,24
705,7,16
706,7,8
707,7,16
708,7,29
709,7,4
710,7,15
711,7,7
712,7,49
713,7,38
714,7,5
715,7,44
716,7,10
717,7,24
718,7,23
719,7,14
720,7,26
1,8,48
2,8,8
3,8,33
4,8,4
5,8,16
6,8,21
7,8,22
8,8,16
9,8,14
10,8,10
11,8,11
12,8,3
13,8,20
14,8,13
15,8,9
16,8,14
17,8,58
18,8,10
19,8,14
20,8,14
21,8,10
22,8,14
23,8,12
24,8,13
25,8,11
26,8,14
27,8,10
28,8,12
29,8,12
30,8,5
31,8,19
32,8,5
33,8,9
34,8,8
35,8,14
36,8,11
37,8,6
38,8,7
39,8,12
40,8,5
41,8,7
42,8,10
43,8,16
44,8,9
45,8,6
46,8,35
47,8,20
48,8,12
49,8,5
50,8,18
51,8,6
52,8,7
53,8,10
54,8,14
55,8,10
56,8,8
57,8,7
58,8,11
59,8,25
60,8,4
61,8,8
62,8,9
63,8,14
64,8,11
65,8,13
66,8,11
67,8,6
68,8,31
69,8,10
70,8,16
71,8,22
72,8,24
73,8,10
74,8,13
75,8,12
76,8,6
77,8,41
78,8,8
79,8,6
80,8,12
81,8,4
82,8,10
83,8,9
84,8,4
85,8,9
86,8,11
87,8,6
88,8,17
89,8,14
90,8,10
91,8,7
92,8,16
93,8,17
94,8,6
95,8,7
96,8,19
97,8,8
98,8,5
99,8,8
100,8,13
101,8,15
102,8,7
103,8,4
104,8,14
105,8,5
106,8,12
107,8,6
108,8,15
109,8,9
110,8,6
111,8,6
112,8,10
113,8,9
114,8,8
115,8,7
116,8,9
117,8,6
118,8,27
119,8,8
120,8,6
121,8,10
122,8,7
123,8,11
124,8,16
125,8,5
126,8,17
127,8,4
128,8,20
129,8,8
130,8,6
131,8,6
132,8,3
133,8,6
134,8,10
135,8,10
136,8,6
137,8,6
138,8,11
139,8,23
140,8,24
141,8,8
142,8,27
143,8,13
144,8,9
145,8,6
146,8,9
147,8,8
148,8,15
149,8,27
150,8,4
151,8,18
152,8,5
153,8,19
154,8,8
155,8,13
156,8,5
157,8,5
158,8,7
159,8,10
160,8,9
161,8,7
162,8,8
163,8,8
164,8,17
165,8,6
166,8,40
167,8,10
168,8,15
169,8,7
170,8,17
171,8,7
172,8,47
173,8,10
174,8,9
175,8,4
176,8,24
177,8,4
178,8,5
179,8,9
180,8,13
181,8,13
182,8,8
183,8,14
184,8,8
185,8,7
186,8,9
187,8,7
188,8,18
189,8,9
190,8,16
191,8,6
192,8,17
193,8,8
194,8,15
195,8,9
196,8,16
197,8,8
198,8,15
199,8,9
200,8,15
201,8,16
202,8,8
203,8,8
204,8,16
205,8,8
206,8,7
207,8,8
208,8,14
209,8,11
210,8,8
211,8,8
212,8,8
213,8,10
214,8,14
215,8,11
216,8,5
217,8,8
218,8,11
219,8,13
220,8,16
221,8,9
222,8,7
223,8,19
224,8,7
225,8,15
226,8,8
227,8,16
228,8,8
229,8,12
230,8,8
231,8,13
232,8,22
233,8,9
234,8,9
235,8,6
236,8,9
237,8,10
238,8,14
239,8,8
240,8,16
241,8,8
242,8,16
243,8,9
244,8,14
245,8,10
246,8,15
247,8,8
248,8,16
249,8,7
250,8,17
251,8,8
252,8,15
253,8,9
254,8,16
255,8,8
256,8,17
257,8,7
258,8,15
259,8,10
260,8,14
261,8,9
262,8,31
263,8,11
264,8,6
265,8,16
266,8,8
267,8,3
268,8,12
269,8,11
270,8,14
271,8,8
272,8,7
273,8,10
274,8,8
275,8,14
276,8,13
277,8,10
278,8,7
279,8,18
280,8,11
281,8,15
282,8,9
283,8,18
284,8,10
285,8,10
286,8,7
287,8,17
288,8,10
289,8,14
290,8,7
291,8,15
292,8,9
293,8,15
294,8,4
295,8,6
296,8,17
297,8,7
298,8,16
299,8,9
300,8,10
301,8,4
302,8,10
303,8,3
304,8,14
305,8,7
306,8,14
307,8,11
308,8,13
309,8,11
310,8,14
311,8,4
312,8,14
313,8,8
314,8,7
315,8,17
316,8,8
317,8,13
318,8,11
319,8,15
320,8,6
321,8,33
322,8,7
323,8,13
324,8,4
325,8,6
326,8,6
327,8,20
328,8,9
329,8,16
330,8,8
331,8,14
332,8,10
333,8,15
334,8,7
335,8,16
336,8,9
337,8,15
338,8,10
339,8,14
340,8,8
341,8,17
342,8,7
343,8,17
344,8,8
345,8,3
346,8,12
347,8,8
348,8,17
349,8,9
350,8,13
351,8,13
352,8,12
353,8,16
354,8,8
355,8,13
356,8,11
357,8,8
358,8,15
359,8,8
360,8,17
361,8,10
362,8,14
363,8,9
364,8,15
365,8,11
366,8,14
367,8,8
368,8,9
369,8,31
370,8,9
371,8,14
372,8,6
373,8,5
374,8,14
375,8,5
376,8,4
377,8,15
378,8,7
379,8,4
380,8,12
381,8,10
382,8,14
383,8,9
384,8,17
385,8,7
386,8,38
387,8,9
388,8,16
389,8,16
390,8,7
391,8,12
392,8,14
393,8,9
394,8,15
395,8,8
396,8,7
397,8,8
398,8,10
399,8,15
400,8,8
401,8,6
402,8,9
403,8,15
404,8,10
405,8,7
406,8,18
407,8,7
408,8,16
409,8,8
410,8,16
411,8,8
412,8,10
413,8,9
414,8,8
415,8,13
416,8,8
417,8,16
418,8,8
419,8,16
420,8,8
421,8,18
422,8,6
423,8,32
424,8,7
425,8,9
426,8,7
427,8,9
428,8,9
429,8,15
430,8,10
431,8,13
432,8,9
433,8,7
434,8,9
435,8,8
436,8,18
437,8,6
438,8,16
439,8,7
440,8,17
441,8,6
442,8,4
443,8,7
444,8,6
445,8,10
446,8,15
447,8,6
448,8,18
449,8,10
450,8,13
451,8,9
452,8,15
453,8,9
454,8,16
455,8,8
456,8,8
457,8,8
458,8,8
459,8,7
460,8,10
461,8,6
462,8,4
463,8,16
464,8,5
465,8,15
466,8,11
467,8,14
468,8,6
469,8,4
470,8,15
471,8,8
472,8,10
473,8,6
474,8,6
475,8,18
476,8,5
477,8,11
478,8,7
479,8,7
480,8,21
481,8,20
482,8,8
483,8,17
484,8,8
485,8,15
486,8,9
487,8,13
488,8,16
489,8,21
490,8,12
491,8,9
492,8,15
493,8,9
494,8,18
495,8,6
496,8,18
497,8,5
498,8,8
499,8,8
500,8,9
501,8,15
502,8,9
503,8,16
504,8,8
505,8,15
506,8,8
507,8,18
508,8,8
509,8,14
510,8,9
511,8,15
512,8,9
513,8,27
514,8,18
515,8,3
516,8,15
517,8,8
518,8,17
519,8,15
520,8,8
521,8,8
522,8,16
523,8,7
524,8,8
525,8,9
526,8,10
527,8,17
528,8,23
529,8,5
530,8,17
531,8,17
532,8,9
533,8,6
534,8,17
535,8,9
536,8,16
537,8,6
538,8,16
539,8,8
540,8,40
541,8,10
542,8,17
543,8,4
544,8,13
545,8,29
546,8,7
547,8,19
548,8,7
549,8,15
550,8,7
551,8,16
552,8,16
553,8,8
554,8,9
555,8,15
556,8,9
557,8,18
558,8,7
559,8,18
560,8,6
561,8,14
562,8,9
563,8,15
564,8,25
565,8,8
566,8,15
567,8,9
568,8,17
569,8,6
570,8,9
571,8,9
572,8,5
573,8,18
574,8,5
575,8,8
576,8,14
577,8,4
578,8,3
579,8,13
580,8,14
581,8,12
582,8,6
583,8,5
584,8,11
585,8,11
586,8,16
587,8,11
588,8,11
589,8,13
590,8,15
591,8,4
592,8,15
593,8,18
594,8,7
595,8,7
596,8,8
597,8,13
598,8,9
599,8,10
600,8,16
601,8,8
602,8,14
603,8,36
604,8,9
605,8,4
606,8,13
607,8,5
608,8,6
609,8,11
610,8,7
611,8,6
612,8,9
613,8,15
614,8,35
615,8,7
616,8,41
617,8,6
618,8,42
619,8,13
620,8,11
621,8,13
622,8,10
623,8,15
624,8,9
625,8,14
626,8,10
627,8,14
628,8,11
629,8,6
630,8,17
631,8,16
632,8,8
633,8,16
634,8,9
635,8,15
636,8,6
637,8,18
638,8,9
639,8,5
640,8,9
641,8,10
642,8,5
643,8,85
644,8,12
645,8,7
646,8,11
647,8,13
648,8,10
649,8,8
650,8,8
651,8,56
652,8,15
653,8,11
654,8,13
655,8,9
656,8,16
657,8,7
658,8,15
659,8,10
660,8,16
661,8,9
662,8,47
663,8,15
664,8,9
665,8,7
666,8,7
667,8,9
668,8,16
669,8,9
670,8,16
671,8,8
672,8,16
673,8,26
674,8,29
675,8,17
676,8,8
677,8,14
678,8,10
679,8,15
680,8,9
681,8,16
682,8,7
683,8,16
684,8,11
685,8,13
686,8,11
687,8,13
688,8,9
689,8,16
690,8,33
691,8,14
692,8,10
693,8,9
694,8,28
695,8,9
696,8,15
697,8,6
698,8,28
699,8,9
700,8,9
701,8,8
702,8,11
703,8,10
704,8,17
705,8,14
706,8,18
707,8,16
708,8,10
709,8,30
710,8,31
711,8,12
712,8,34
713,8,11
714,8,16
715,8,8
716,8,16
717,8,24
718,8,10
719,8,44
720,8,18
1,9,8
2,9,15
3,9,12
4,9,10
5,9,8
6,9,7
7,9,10
8,9,10
9,9,15
10,9,12
11,9,11
12,9,12
13,9,9
14,9,14
15,9,13
16,9,12
17,9,4
18,9,19
19,9,15
20,9,8
21,9,16
22,9,9
23,9,17
24,9,7
25,9,39
26,9,26
27,9,6
28,9,15
29,9,9
30,9,15
31,9,6
32,9,9
33,9,10
34,9,8
35,9,15
36,9,47
37,9,11
38,9,3
39,9,10
40,9,10
41,9,16
42,9,7
43,9,15
44,9,6
45,9,16
46,9,15
47,9,12
48,9,10
49,9,6
50,9,5
51,9,7
52,9,29
53,9,13
54,9,24
55,9,11
56,9,15
57,9,9
58,9,15
59,9,9
60,9,16
61,9,9
62,9,9
63,9,53
64,9,9
65,9,14
66,9,10
67,9,14
68,9,10
69,9,8
70,9,8
71,9,8
72,9,7
73,9,35
74,9,9
75,9,3
76,9,10
77,9,8
78,9,15
79,9,10
80,9,14
81,9,13
82,9,11
83,9,9
84,9,16
85,9,24
86,9,9
87,9,9
88,9,15
89,9,4
90,9,19
91,9,7
92,9,35
93,9,7
94,9,6
95,9,8
96,9,9
97,9,8
98,9,6
99,9,10
100,9,14
101,9,35
102,9,7
103,9,16
104,9,8
105,9,17
106,9,7
107,9,3
108,9,13
109,9,8
110,9,56
111,9,34
112,9,36
113,9,34
114,9,13
115,9,11
116,9,7
117,9,8
118,9,10
119,9,7
120,9,6
121,9,11
122,9,7
123,9,16
124,9,7
125,9,11
126,9,54
127,9,8
128,9,7
129,9,10
130,9,6
131,9,65
132,9,8
133,9,16
134,9,9
135,9,15
136,9,7
137,9,8
138,9,9
139,9,8
140,9,16
141,9,18
142,9,8
143,9,5
144,9,8
145,9,11
146,9,11
147,9,11
148,9,8
149,9,16
150,9,7
151,9,18
152,9,7
153,9,7
154,9,8
155,9,14
156,9,38
157,9,12
158,9,9
159,9,7
160,9,18
161,9,8
162,9,15
163,9,9
164,9,14
165,9,8
166,9,16
167,9,12
168,9,12
169,9,15
170,9,9
171,9,10
172,9,10
173,9,5
174,9,15
175,9,9
176,9,7
177,9,17
178,9,6
179,9,10
180,9,9
181,9,6
182,9,16
183,9,17
184,9,8
185,9,9
186,9,14
187,9,7
188,9,24
189,9,19
190,9,6
191,9,16
192,9,10
193,9,14
194,9,9
195,9,6
196,9,13
197,9,6
198,9,14
199,9,9
200,9,15
201,9,8
202,9,7
203,9,11
204,9,6
205,9,17
206,9,9
207,9,14
208,9,9
209,9,15
210,9,11
211,9,13
212,9,8
213,9,16
214,9,14
215,9,9
216,9,11
217,9,14
218,9,9
219,9,16
220,9,9
221,9,14
222,9,10
223,9,14
224,9,9
225,9,15
226,9,4
227,9,3
228,9,17
229,9,3
230,9,7
231,9,15
232,9,8
233,9,16
234,9,7
235,9,17
236,9,6
237,9,9
238,9,7
239,9,4
240,9,6
241,9,7
242,9,8
243,9,9
244,9,16
245,9,9
246,9,16
247,9,15
248,9,8
249,9,6
250,9,9
251,9,9
252,9,7
253,9,11
254,9,5
255,9,10
256,9,14
257,9,12
258,9,13
259,9,8
260,9,15
261,9,11
262,9,13
263,9,9
264,9,16
265,9,9
266,9,15
267,9,10
268,9,14
269,9,8
270,9,18
271,9,7
272,9,15
273,9,8
274,9,4
275,9,12
276,9,10
277,9,14
278,9,8
279,9,15
280,9,11
281,9,13
282,9,10
283,9,15
284,9,8
285,9,16
286,9,8
287,9,16
288,9,8
289,9,16
290,9,9
291,9,15
292,9,5
293,9,18
294,9,11
295,9,14
296,9,8
297,9,16
298,9,8
299,9,16
300,9,8
301,9,15
302,9,10
303,9,15
304,9,9
305,9,14
306,9,11
307,9,14
308,9,8
309,9,17
310,9,8
311,9,15
312,9,9
313,9,15
314,9,8
315,9,18
316,9,7
317,9,15
318,9,8
319,9,15
320,9,10
321,9,13
322,9,9
323,9,7
324,9,10
325,9,8
326,9,16
327,9,6
328,9,7
329,9,11
330,9,8
331,9,15
332,9,10
333,9,14
334,9,9
335,9,16
336,9,6
337,9,10
338,9,8
339,9,10
340,9,14
341,9,10
342,9,15
343,9,5
344,9,17
345,9,11
346,9,14
347,9,8
348,9,16
349,9,8
350,9,16
351,9,10
352,9,14
353,9,10
354,9,14
355,9,8
356,9,16
357,9,9
358,9,15
359,9,10
360,9,13
361,9,11
362,9,13
363,9,11
364,9,14
365,9,8
366,9,10
367,9,5
368,9,4
369,9,7
370,9,13
371,9,8
372,9,17
373,9,9
374,9,15
375,9,10
376,9,13
377,9,10
378,9,14
379,9,9
380,9,16
381,9,8
382,9,15
383,9,9
384,9,17
385,9,9
386,9,13
387,9,8
388,9,15
389,9,12
390,9,13
391,9,11
392,9,13
393,9,8
394,9,16
395,9,9
396,9,15
397,9,10
398,9,17
399,9,7
400,9,14
401,9,11
402,9,13
403,9,8
404,9,11
405,9,6
406,9,8
407,9,16
408,9,11
409,9,13
410,9,8
411,9,16
412,9,8
413,9,15
414,9,8
415,9,7
416,9,11
417,9,9
418,9,12
419,9,8
420,9,6
421,9,4
422,9,7
423,9,9
424,9,16
425,9,8
426,9,18
427,9,4
428,9,17
429,9,8
430,9,7
431,9,10
432,9,8
433,9,16
434,9,7
435,9,16
436,9,11
437,9,14
438,9,9
439,9,13
440,9,11
441,9,15
442,9,6
443,9,17
444,9,10
445,9,15
446,9,9
447,9,15
448,9,9
449,9,15
450,9,8
451,9,17
452,9,9
453,9,18
454,9,3
455,9,17
456,9,11
457,9,13
458,9,7
459,9,16
460,9,9
461,9,18
462,9,5
463,9,7
464,9,9
465,9,10
466,9,16
467,9,6
468,9,18
469,9,8
470,9,9
471,9,6
472,9,7
473,9,32
474,9,10
475,9,9
476,9,14
477,9,9
478,9,17
479,9,9
480,9,12
481,9,11
482,9,13
483,9,9
484,9,15
485,9,10
486,9,14
487,9,8
488,9,16
489,9,10
490,9,16
491,9,22
492,9,10
493,9,4
494,9,35
495,9,9
496,9,14
497,9,9
498,9,16
499,9,9
500,9,16
501,9,7
502,9,18
503,9,7
504,9,13
505,9,5
506,9,5
507,9,15
508,9,9
509,9,6
510,9,9
511,9,6
512,9,18
513,9,9
514,9,7
515,9,9
516,9,8
517,9,17
518,9,5
519,9,17
520,9,8
521,9,4
522,9,12
523,9,10
524,9,23
525,9,12
526,9,3
527,9,7
528,9,19
529,9,8
530,9,14
531,9,7
532,9,2
533,9,12
534,9,30
535,9,6
536,9,15
537,9,8
538,9,17
539,9,8
540,9,17
541,9,7
542,9,18
543,9,11
544,9,13
545,9,7
546,9,16
547,9,5
548,9,9
549,9,10
550,9,7
551,9,15
552,9,7
553,9,19
554,9,3
555,9,7
556,9,13
557,9,7
558,9,8
559,9,7
560,9,10
561,9,15
562,9,8
563,9,7
564,9,10
565,9,8
566,9,16
567,9,17
568,9,6
569,9,15
570,9,6
571,9,10
572,9,9
573,9,8
574,9,11
575,9,14
576,9,8
577,9,16
578,9,15
579,9,6
580,9,22
581,9,31
582,9,11
583,9,14
584,9,5
585,9,5
586,9,10
587,9,16
588,9,9
589,9,7
590,9,18
591,9,7
592,9,8
593,9,8
594,9,8
595,9,12
596,9,7
597,9,5
598,9,13
599,9,8
600,9,10
601,9,8
602,9,15
603,9,9
604,9,15
605,9,9
606,9,15
607,9,9
608,9,8
609,9,5
610,9,13
611,9,15
612,9,9
613,9,12
614,9,13
615,9,10
616,9,13
617,9,15
618,9,6
619,9,16
620,9,11
621,9,15
622,9,7
623,9,15
624,9,11
625,9,5
626,9,6
627,9,36
628,9,7
629,9,7
630,9,9
631,9,16
632,9,9
633,9,15
634,9,9
635,9,13
636,9,12
637,9,12
638,9,33
639,9,4
640,9,5
641,9,16
642,9,16
643,9,10
644,9,13
645,9,10
646,9,14
647,9,35
648,9,6
649,9,9
650,9,15
651,9,43
652,9,5
653,9,9
654,9,9
655,9,13
656,9,9
657,9,15
658,9,10
659,9,16
660,9,34
661,9,36
662,9,9
663,9,16
664,9,10
665,9,17
666,9,7
667,9,13
668,9,10
669,9,14
670,9,10
671,9,16
672,9,10
673,9,13
674,9,11
675,9,13
676,9,8
677,9,18
678,9,7
679,9,13
680,9,11
681,9,14
682,9,12
683,9,12
684,9,10
685,9,10
686,9,10
687,9,34
688,9,44
689,9,4
690,9,9
691,9,8
692,9,17
693,9,33
694,9,39
695,9,29
696,9,17
697,9,10
698,9,8
699,9,30
700,9,10
701,9,16
702,9,34
703,9,13
704,9,33
705,9,16
706,9,8
707,9,14
708,9,12
709,9,22
710,9,16
711,9,10
712,9,19
713,9,12
714,9,9
715,9,14
716,9,5
717,9,13
718,9,14
719,9,14
720,9,10
1,10,8
2,10,16
3,10,7
4,10,17
5,10,10
6,10,4
7,10,18
8,10,14
9,10,12
10,10,12
11,10,16
12,10,9
13,10,10
14,10,13
15,10,12
16,10,13
17,10,9
18,10,16
19,10,8
20,10,14
21,10,13
22,10,11
23,10,43
24,10,16
25,10,15
26,10,8
27,10,7
28,10,15
29,10,13
30,10,13
31,10,9
32,10,6
33,10,9
34,10,6
35,10,14
36,10,32
37,10,9
38,10,16
39,10,10
40,10,9
41,10,13
42,10,11
43,10,15
44,10,9
45,10,14
46,10,10
47,10,14
48,10,21
49,10,37
50,10,15
51,10,9
52,10,49
53,10,13
54,10,10
55,10,14
56,10,6
57,10,11
58,10,18
59,10,14
60,10,9
61,10,13
62,10,9
63,10,4
64,10,4
65,10,9
66,10,10
67,10,15
68,10,8
69,10,7
70,10,14
71,10,23
72,10,6
73,10,17
74,10,29
75,10,12
76,10,11
77,10,13
78,10,13
79,10,6
80,10,9
81,10,9
82,10,13
83,10,10
84,10,8
85,10,8
86,10,12
87,10,3
88,10,18
89,10,6
90,10,18
91,10,7
92,10,17
93,10,14
94,10,9
95,10,15
96,10,10
97,10,9
98,10,53
99,10,14
100,10,19
101,10,9
102,10,15
103,10,8
104,10,16
105,10,8
106,10,6
107,10,10
108,10,14
109,10,10
110,10,15
111,10,10
112,10,6
113,10,17
114,10,7
115,10,11
116,10,20
117,10,10
118,10,8
119,10,7
120,10,8
121,10,8
122,10,16
123,10,16
124,10,5
125,10,9
126,10,9
127,10,10
128,10,8
129,10,10
130,10,9
131,10,11
132,10,12
133,10,5
134,10,4
135,10,15
136,10,6
137,10,16
138,10,8
139,10,16
140,10,8
141,10,8
142,10,8
143,10,15
144,10,4
145,10,15
146,10,17
147,10,6
148,10,11
149,10,4
150,10,9
151,10,17
152,10,5
153,10,12
154,10,7
155,10,5
156,10,17
157,10,8
158,10,6
159,10,35
160,10,6
161,10,18
162,10,7
163,10,18
164,10,6
165,10,16
166,10,6
167,10,18
168,10,14
169,10,11
170,10,6
171,10,16
172,10,7
173,10,8
174,10,11
175,10,8
176,10,6
177,10,10
178,10,8
179,10,16
180,10,6
181,10,11
182,10,12
183,10,18
184,10,9
185,10,18
186,10,5
187,10,16
188,10,9
189,10,7
190,10,7
191,10,10
192,10,15
193,10,9
194,10,15
195,10,9
196,10,7
197,10,7
198,10,10
199,10,14
200,10,9
201,10,15
202,10,8
203,10,8
204,10,8
205,10,9
206,10,8
207,10,7
208,10,10
209,10,15
210,10,9
211,10,14
212,10,10
213,10,15
214,10,9
215,10,6
216,10,8
217,10,10
218,10,14
219,10,9
220,10,16
221,10,9
222,10,14
223,10,9
224,10,8
225,10,10
226,10,6
227,10,15
228,10,10
229,10,15
230,10,8
231,10,15
232,10,9
233,10,15
234,10,8
235,10,17
236,10,8
237,10,7
238,10,8
239,10,15
240,10,10
241,10,8
242,10,16
243,10,8
244,10,16
245,10,9
246,10,15
247,10,9
248,10,6
249,10,9
250,10,8
251,10,15
252,10,10
253,10,16
254,10,8
255,10,15
256,10,7
257,10,15
258,10,11
259,10,14
260,10,9
261,10,15
262,10,10
263,10,15
264,10,8
265,10,15
266,10,10
267,10,15
268,10,8
269,10,16
270,10,8
271,10,8
272,10,9
273,10,7
274,10,16
275,10,8
276,10,15
277,10,10
278,10,15
279,10,9
280,10,16
281,10,8
282,10,20
283,10,18
284,10,11
285,10,14
286,10,8
287,10,15
288,10,16
289,10,8
290,10,9
291,10,43
292,10,5
293,10,16
294,10,7
295,10,16
296,10,23
297,10,11
298,10,6
299,10,9
300,10,9
301,10,13
302,10,10
303,10,17
304,10,5
305,10,17
306,10,17
307,10,6
308,10,11
309,10,14
310,10,11
311,10,14
312,10,8
313,10,7
314,10,7
315,10,9
316,10,7
317,10,9
318,10,15
319,10,11
320,10,11
321,10,11
322,10,9
323,10,37
324,10,12
325,10,16
326,10,7
327,10,9
328,10,6
329,10,11
330,10,46
331,10,14
332,10,12
333,10,15
334,10,9
335,10,14
336,10,6
337,10,17
338,10,8
339,10,8
340,10,8
341,10,9
342,10,15
343,10,9
344,10,16
345,10,10
346,10,13
347,10,11
348,10,14
349,10,10
350,10,16
351,10,7
352,10,16
353,10,5
354,10,8
355,10,10
356,10,7
357,10,16
358,10,11
359,10,13
360,10,9
361,10,15
362,10,9
363,10,15
364,10,11
365,10,13
366,10,11
367,10,13
368,10,8
369,10,8
370,10,9
371,10,10
372,10,15
373,10,5
374,10,6
375,10,11
376,10,15
377,10,10
378,10,9
379,10,5
380,10,10
381,10,9
382,10,16
383,10,10
384,10,12
385,10,11
386,10,13
387,10,12
388,10,16
389,10,5
390,10,40
391,10,10
392,10,17
393,10,6
394,10,16
395,10,8
396,10,14
397,10,10
398,10,14
399,10,11
400,10,17
401,10,4
402,10,9
403,10,8
404,10,6
405,10,17
406,10,10
407,10,13
408,10,12
409,10,14
410,10,6
411,10,16
412,10,12
413,10,13
414,10,9
415,10,19
416,10,5
417,10,16
418,10,9
419,10,15
420,10,8
421,10,14
422,10,10
423,10,17
424,10,7
425,10,16
426,10,8
427,10,16
428,10,8
429,10,16
430,10,9
431,10,14
432,10,11
433,10,12
434,10,11
435,10,15
436,10,8
437,10,16
438,10,10
439,10,14
440,10,8
441,10,15
442,10,11
443,10,13
444,10,10
445,10,14
446,10,9
447,10,14
448,10,14
449,10,11
450,10,10
451,10,7
452,10,8
453,10,8
454,10,7
455,10,11
456,10,6
457,10,16
458,10,6
459,10,17
460,10,12
461,10,14
462,10,7
463,10,7
464,10,10
465,10,9
466,10,15
467,10,7
468,10,16
469,10,7
470,10,10
471,10,6
472,10,9
473,10,15
474,10,10
475,10,14
476,10,7
477,10,9
478,10,10
479,10,5
480,10,9
481,10,8
482,10,10
483,10,14
484,10,9
485,10,15
486,10,9
487,10,16
488,10,9
489,10,7
490,10,7
491,10,9
492,10,18
493,10,5
494,10,16
495,10,8
496,10,25
497,10,10
498,10,16
499,10,15
500,10,8
501,10,16
502,10,3
503,10,11
504,10,9
505,10,5
506,10,9
507,10,9
508,10,9
509,10,15
510,10,10
511,10,16
512,10,8
513,10,16
514,10,7
515,10,17
