T,O,G,value
259,1,Wind,0.44
260,1,Wind,0.34
261,1,Wind,0.24
262,1,Wind,0.1
263,1,Wind,0.11
264,1,Wind,0.12
265,1,Wind,0.15
266,1,Wind,0.1
267,1,Wind,0.11
268,1,Wind,0.05
269,1,Wind,0.31
270,1,Wind,0.23
271,1,Wind,0.18
272,1,Wind,0.05
273,1,Wind,0.07
274,1,Wind,0.05
275,1,Wind,0.22
276,1,Wind,0.1
277,1,Wind,0.07
278,1,Wind,0.08
279,1,Wind,0.31
280,1,Wind,0.5
281,1,Wind,0.5
282,1,Wind,0.32
283,1,Wind,0.28
284,1,Wind,0.32
285,1,Wind,0.09
286,1,Wind,0.03
287,1,Wind,0.05
288,1,Wind,0.24
289,1,Wind,0.19
290,1,Wind,0.09
291,1,Wind,0.22
292,1,Wind,0.14
293,1,Wind,0.68
294,1,Wind,0.83
295,1,Wind,0.59
296,1,Wind,0.24
297,1,Wind,0.08
298,1,Wind,0.31
299,1,Wind,0.46
300,1,Wind,0.28
301,1,Wind,0.32
302,1,Wind,0.12
303,1,Wind,0.01
304,1,Wind,0.2
305,1,Wind,0.4
306,1,Wind,0.21
307,1,Wind,0.04
308,1,Wind,0.17
309,1,Wind,0.07
310,1,Wind,0.15
311,1,Wind,0.45
312,1,Wind,0.54
313,1,Wind,0.46
314,1,Wind,0.25
315,1,Wind,0.04
316,1,Wind,0.16
317,1,Wind,0.85
318,1,Wind,0.64
319,1,Wind,0.12
320,1,Wind,0.05
321,1,Wind,0.29
322,1,Wind,0.22
323,1,Wind,0.13
324,1,Wind,0.03
325,1,Wind,0.02
326,1,Wind,0.16
327,1,Wind,0.02
328,1,Wind,0.07
329,1,Wind,0.08
330,1,Wind,0.5
331,1,Wind,0.68
332,1,Wind,0.84
333,1,Wind,0.9
334,1,Wind,0.63
335,1,Wind,0.54
336,1,Wind,0.15
337,1,Wind,0.01
338,1,Wind,0.15
339,1,Wind,0.16
340,1,Wind,0.11
341,1,Wind,0.22
342,1,Wind,0.3
343,1,Wind,0.2
344,1,Wind,0.18
345,1,Wind,0.36
346,1,Wind,0.09
347,1,Wind,0.11
348,1,Wind,0.46
349,1,Wind,0.59
350,1,Wind,0.54
351,1,Wind,0.48
352,1,Wind,0.44
353,1,Wind,0.29
354,1,Wind,0.15
355,1,Wind,0.15
356,1,Wind,0.02
357,1,Wind,0.13
358,1,Wind,0.49
359,1,Wind,0.75
360,1,Wind,0.66
361,1,Wind,0.69
362,1,Wind,0.68
363,1,Wind,0.63
364,1,Wind,0.52
365,1,Wind,0.94
366,1,Wind,0.94
367,1,Wind,0.48
368,1,Wind,0.3
369,1,Wind,0.32
370,1,Wind,0.2
371,1,Wind,0.76
372,1,Wind,0.47
373,1,Wind,0.74
374,1,Wind,0.63
375,1,Wind,0.64
376,1,Wind,0.52
377,1,Wind,0.28
378,1,Wind,0.61
379,1,Wind,0.09
380,1,Wind,0.24
381,1,Wind,0.67
382,1,Wind,0.88
383,1,Wind,0.91
384,1,Wind,0.19
385,1,Wind,0.28
386,1,Wind,0.05
387,1,Wind,0.12
388,1,Wind,0.29
389,1,Wind,0.65
390,1,Wind,0.32
391,1,Wind,0.57
392,1,Wind,0.67
393,1,Wind,0.78
394,1,Wind,0.86
395,1,Wind,0.53
396,1,Wind,0.4
397,1,Wind,0.24
398,1,Wind,0.42
399,1,Wind,0.63
400,1,Wind,0.3
401,1,Wind,0.08
402,1,Wind,0.36
403,1,Wind,0.48
404,1,Wind,0.11
405,1,Wind,0.03
406,1,Wind,0.16
407,1,Wind,0.38
408,1,Wind,0.72
409,1,Wind,0.29
410,1,Wind,0.06
411,1,Wind,0.06
412,1,Wind,0.23
413,1,Wind,0.22
414,1,Wind,0.23
415,1,Wind,0.11
416,1,Wind,0.16
417,1,Wind,0.07
418,1,Wind,0.34
419,1,Wind,0.07
420,1,Wind,0.09
421,1,Wind,0.04
422,1,Wind,0.01
423,1,Wind,0.3
424,1,Wind,0.42
425,1,Wind,0.3
426,1,Wind,0.07
427,1,Wind,0.34
428,1,Wind,0.12
429,1,Wind,0.18
430,1,Wind,0.21
431,1,Wind,0.29
432,1,Wind,0.05
433,1,Wind,0.15
434,1,Wind,0.13
435,1,Wind,0.08
436,1,Wind,0.07
437,1,Wind,0.13
438,1,Wind,0.07
439,1,Wind,0.04
440,1,Wind,0.51
441,1,Wind,0.25
442,1,Wind,0.47
443,1,Wind,0.22
444,1,Wind,0.03
445,1,Wind,0.26
446,1,Wind,0.46
447,1,Wind,0.15
448,1,Wind,0.07
449,1,Wind,0.1
450,1,Wind,0.08
451,1,Wind,0.2
452,1,Wind,0.36
453,1,Wind,0.51
454,1,Wind,0.62
455,1,Wind,0.33
456,1,Wind,0.05
457,1,Wind,0.04
458,1,Wind,0.04
459,1,Wind,0.04
460,1,Wind,0.01
461,1,Wind,0.04
462,1,Wind,0.17
463,1,Wind,0.54
464,1,Wind,0.42
465,1,Wind,0.04
466,1,Wind,0.11
467,1,Wind,0.32
468,1,Wind,0.55
469,1,Wind,0.72
470,1,Wind,0.67
471,1,Wind,0.77
472,1,Wind,0.47
473,1,Wind,0.28
474,1,Wind,0.09
475,1,Wind,0.18
476,1,Wind,0.09
477,1,Wind,0.58
478,1,Wind,0.3
479,1,Wind,0.07
480,1,Wind,0.03
481,1,Wind,0.03
482,1,Wind,0.12
483,1,Wind,0.23
484,1,Wind,0.27
485,1,Wind,0.22
486,1,Wind,0.84
487,1,Wind,0.96
488,1,Wind,0.92
489,1,Wind,0.75
490,1,Wind,0.33
491,1,Wind,0.13
492,1,Wind,0.05
493,1,Wind,0.03
494,1,Wind,0.06
495,1,Wind,0.03
496,1,Wind,0.07
497,1,Wind,0.14
498,1,Wind,0.13
499,1,Wind,0.29
500,1,Wind,0.49
501,1,Wind,0.48
502,1,Wind,0.72
503,1,Wind,0.89
504,1,Wind,0.94
505,1,Wind,0.96
506,1,Wind,0.73
507,1,Wind,0.69
508,1,Wind,0.42
509,1,Wind,0.06
510,1,Wind,0.03
511,1,Wind,0.06
512,1,Wind,0.64
513,1,Wind,0.3
514,1,Wind,0.07
515,1,Wind,0.18
516,1,Wind,0.35
517,1,Wind,0.37
518,1,Wind,0.11
519,1,Wind,0.42
520,1,Wind,0.74
521,1,Wind,0.59
522,1,Wind,0.87
523,1,Wind,0.9
524,1,Wind,0.93
525,1,Wind,0.85
526,1,Wind,0.9
527,1,Wind,0.95
528,1,Wind,0.93
529,1,Wind,0.8
530,1,Wind,0.56
531,1,Wind,0.26
532,1,Wind,0.03
533,1,Wind,0.23
534,1,Wind,0.19
535,1,Wind,0.34
536,1,Wind,0.13
537,1,Wind,0.5
538,1,Wind,0.19
539,1,Wind,0.6
540,1,Wind,0.9
541,1,Wind,0.91
542,1,Wind,0.9
543,1,Wind,0.85
544,1,Wind,0.6
545,1,Wind,0.24
546,1,Wind,0.06
547,1,Wind,0.22
548,1,Wind,0.45
549,1,Wind,0.78
550,1,Wind,0.19
551,1,Wind,0.07
552,1,Wind,0.39
553,1,Wind,0.71
554,1,Wind,0.93
555,1,Wind,0.39
556,1,Wind,0.48
557,1,Wind,0.61
558,1,Wind,0.16
559,1,Wind,0.42
560,1,Wind,0.69
561,1,Wind,0.92
562,1,Wind,0.8
563,1,Wind,0.76
564,1,Wind,0.7
565,1,Wind,0.29
566,1,Wind,0.56
567,1,Wind,0.56
568,1,Wind,0.43
569,1,Wind,0.57
570,1,Wind,0.65
571,1,Wind,0.54
572,1,Wind,0.38
573,1,Wind,0.52
574,1,Wind,0.3
575,1,Wind,0.09
576,1,Wind,0.01
577,1,Wind,0.03
578,1,Wind,0.01
579,1,Wind,0.18
580,1,Wind,0.37
581,1,Wind,0.36
582,1,Wind,0.59
583,1,Wind,0.66
584,1,Wind,0.34
585,1,Wind,0.09
586,1,Wind,0.39
587,1,Wind,0.54
588,1,Wind,0.66
589,1,Wind,0.86
590,1,Wind,0.83
591,1,Wind,0.45
592,1,Wind,0.82
593,1,Wind,0.8
594,1,Wind,0.76
595,1,Wind,0.28
596,1,Wind,0.08
597,1,Wind,0.55
598,1,Wind,0.54
599,1,Wind,0.73
600,1,Wind,0.82
601,1,Wind,0.78
602,1,Wind,0.72
603,1,Wind,0.52
604,1,Wind,0.17
605,1,Wind,0.47
606,1,Wind,0.87
607,1,Wind,0.63
608,1,Wind,0.83
609,1,Wind,0.86
610,1,Wind,0.57
611,1,Wind,0.91
612,1,Wind,0.94
613,1,Wind,0.78
614,1,Wind,0.8
615,1,Wind,0.69
616,1,Wind,0.44
617,1,Wind,0.32
618,1,Wind,0.26
619,1,Wind,0.06
620,1,Wind,0.3
621,1,Wind,0.9
622,1,Wind,0.83
623,1,Wind,0.83
624,1,Wind,0.64
625,1,Wind,0.23
626,1,Wind,0.11
627,1,Wind,0.56
628,1,Wind,0.29
629,1,Wind,0.11
630,1,Wind,0.33
631,1,Wind,0.28
632,1,Wind,0.13
633,1,Wind,0.21
634,1,Wind,0.08
635,1,Wind,0.45
636,1,Wind,0.93
637,1,Wind,0.5
638,1,Wind,0.41
639,1,Wind,0.23
640,1,Wind,0.91
641,1,Wind,0.57
642,1,Wind,0.82
643,1,Wind,0.55
644,1,Wind,0.33
645,1,Wind,0.15
646,1,Wind,0.08
647,1,Wind,0.4
648,1,Wind,0.22
649,1,Wind,0.23
650,1,Wind,0.51
651,1,Wind,0.21
652,1,Wind,0.24
653,1,Wind,0.58
654,1,Wind,0.96
655,1,Wind,0.94
656,1,Wind,0.86
657,1,Wind,0.73
658,1,Wind,0.45
659,1,Wind,0.2
660,1,Wind,0.29
661,1,Wind,0.32
662,1,Wind,0.34
663,1,Wind,0.29
664,1,Wind,0.67
665,1,Wind,0.8
666,1,Wind,0.54
667,1,Wind,0.17
668,1,Wind,0.7
669,1,Wind,0.31
670,1,Wind,0.25
671,1,Wind,0.86
672,1,Wind,0.85
673,1,Wind,0.54
674,1,Wind,0.76
675,1,Wind,0.27
676,1,Wind,0.46
677,1,Wind,0.29
678,1,Wind,0.06
679,1,Wind,0.28
680,1,Wind,0.69
681,1,Wind,0.42
682,1,Wind,0.67
683,1,Wind,0.5
684,1,Wind,0.34
685,1,Wind,0.44
686,1,Wind,0.45
687,1,Wind,0.78
688,1,Wind,0.33
689,1,Wind,0.58
690,1,Wind,0.93
691,1,Wind,0.98
692,1,Wind,0.94
693,1,Wind,0.73
694,1,Wind,0.27
695,1,Wind,0.23
696,1,Wind,0.44
697,1,Wind,0.49
698,1,Wind,0.93
699,1,Wind,0.56
700,1,Wind,0.14
701,1,Wind,0.04
702,1,Wind,0.18
703,1,Wind,0.38
704,1,Wind,0.42
705,1,Wind,0.08
706,1,Wind,0.05
707,1,Wind,0.2
708,1,Wind,0.43
709,1,Wind,0.26
710,1,Wind,0.14
711,1,Wind,0.42
712,1,Wind,0.54
713,1,Wind,0.41
714,1,Wind,0.69
715,1,Wind,0.34
716,1,Wind,0.16
717,1,Wind,0.27
718,1,Wind,0.24
719,1,Wind,0.46
720,1,Wind,0.79
1,2,Wind,0.82
2,2,Wind,0.73
3,2,Wind,0.67
4,2,Wind,0.41
5,2,Wind,0.25
6,2,Wind,0.6
7,2,Wind,0.42
8,2,Wind,0.51
9,2,Wind,0.38
10,2,Wind,0.8
11,2,Wind,0.47
12,2,Wind,0.53
13,2,Wind,0.36
14,2,Wind,0.53
15,2,Wind,0.39
16,2,Wind,0.66
17,2,Wind,0.34
18,2,Wind,0.73
19,2,Wind,0.48
20,2,Wind,0.13
21,2,Wind,0.71
22,2,Wind,0.74
23,2,Wind,0.53
24,2,Wind,0.14
25,2,Wind,0.71
26,2,Wind,0.46
27,2,Wind,0.21
28,2,Wind,0.57
29,2,Wind,0.75
30,2,Wind,0.83
31,2,Wind,0.74
32,2,Wind,0.86
33,2,Wind,0.73
34,2,Wind,0.34
35,2,Wind,0.42
36,2,Wind,0.6
37,2,Wind,0.55
38,2,Wind,0.38
39,2,Wind,0.21
40,2,Wind,0.12
41,2,Wind,0.26
42,2,Wind,0.44
43,2,Wind,0.38
44,2,Wind,0.45
45,2,Wind,0.57
46,2,Wind,0.58
47,2,Wind,0.65
48,2,Wind,0.81
49,2,Wind,0.46
50,2,Wind,0.17
51,2,Wind,0.64
52,2,Wind,0.8
53,2,Wind,0.49
54,2,Wind,0.05
55,2,Wind,0.13
56,2,Wind,0.18
57,2,Wind,0.4
58,2,Wind,0.2
59,2,Wind,0.05
60,2,Wind,0.28
61,2,Wind,0.46
62,2,Wind,0.65
63,2,Wind,0.46
64,2,Wind,0.7
65,2,Wind,0.88
66,2,Wind,0.46
67,2,Wind,0.92
68,2,Wind,0.32
69,2,Wind,0.92
70,2,Wind,0.69
71,2,Wind,0.4
72,2,Wind,0.23
73,2,Wind,0.27
74,2,Wind,0.82
75,2,Wind,0.77
76,2,Wind,0.32
77,2,Wind,0.75
78,2,Wind,0.41
79,2,Wind,0.54
80,2,Wind,0.42
81,2,Wind,0.12
82,2,Wind,0.62
83,2,Wind,0.88
84,2,Wind,0.59
85,2,Wind,0.69
86,2,Wind,0.79
87,2,Wind,0.16
88,2,Wind,0.54
89,2,Wind,0.82
90,2,Wind,0.26
91,2,Wind,0.57
92,2,Wind,0.88
93,2,Wind,0.73
94,2,Wind,0.81
95,2,Wind,0.83
96,2,Wind,0.67
97,2,Wind,0.37
98,2,Wind,0.36
99,2,Wind,0.6
100,2,Wind,0.78
101,2,Wind,0.75
102,2,Wind,0.67
103,2,Wind,0.29
104,2,Wind,0.67
105,2,Wind,0.57
106,2,Wind,0.18
107,2,Wind,0.01
108,2,Wind,0.26
109,2,Wind,0.11
110,2,Wind,0.47
111,2,Wind,0.64
112,2,Wind,0.59
113,2,Wind,0.19
114,2,Wind,0.04
115,2,Wind,0.17
116,2,Wind,0.38
117,2,Wind,0.27
118,2,Wind,0.16
119,2,Wind,0.14
120,2,Wind,0.39
121,2,Wind,0.42
122,2,Wind,0.5
123,2,Wind,0.55
124,2,Wind,0.73
125,2,Wind,0.93
126,2,Wind,0.59
127,2,Wind,0.82
128,2,Wind,0.91
129,2,Wind,0.71
130,2,Wind,0.26
131,2,Wind,0.88
132,2,Wind,0.96
133,2,Wind,0.37
134,2,Wind,0.81
135,2,Wind,0.85
136,2,Wind,0.34
137,2,Wind,0.12
138,2,Wind,0.64
139,2,Wind,0.2
140,2,Wind,0.82
141,2,Wind,0.42
142,2,Wind,0.13
143,2,Wind,0.46
144,2,Wind,0.08
145,2,Wind,0.4
146,2,Wind,0.61
147,2,Wind,0.26
148,2,Wind,0.39
149,2,Wind,0.54
150,2,Wind,0.38
151,2,Wind,0.37
152,2,Wind,0.48
153,2,Wind,0.53
154,2,Wind,0.63
155,2,Wind,0.82
156,2,Wind,0.68
157,2,Wind,0.39
158,2,Wind,0.1
159,2,Wind,0.47
160,2,Wind,0.53
161,2,Wind,0.4
162,2,Wind,0.21
163,2,Wind,0.35
164,2,Wind,0.23
165,2,Wind,0.12
166,2,Wind,0.22
167,2,Wind,0.46
168,2,Wind,0.37
169,2,Wind,0.13
170,2,Wind,0.13
171,2,Wind,0.26
172,2,Wind,0.09
173,2,Wind,0.17
174,2,Wind,0.43
175,2,Wind,0.82
176,2,Wind,0.59
177,2,Wind,0.96
178,2,Wind,0.47
179,2,Wind,0.75
180,2,Wind,0.89
181,2,Wind,0.89
182,2,Wind,0.29
183,2,Wind,0.41
184,2,Wind,0.45
185,2,Wind,0.65
186,2,Wind,0.86
187,2,Wind,0.8
188,2,Wind,0.69
189,2,Wind,0.5
190,2,Wind,0.73
191,2,Wind,0.83
192,2,Wind,0.65
193,2,Wind,0.3
194,2,Wind,0.05
195,2,Wind,0.32
196,2,Wind,0.37
197,2,Wind,0.36
198,2,Wind,0.32
199,2,Wind,0.53
200,2,Wind,0.59
201,2,Wind,0.68
202,2,Wind,0.26
203,2,Wind,0.42
204,2,Wind,0.08
205,2,Wind,0.13
206,2,Wind,0.27
207,2,Wind,0.18
208,2,Wind,0.14
209,2,Wind,0.06
210,2,Wind,0.19
211,2,Wind,0.2
212,2,Wind,0.3
213,2,Wind,0.12
214,2,Wind,0.08
215,2,Wind,0.13
216,2,Wind,0.23
217,2,Wind,0.04
218,2,Wind,0.18
219,2,Wind,0.29
220,2,Wind,0.5
221,2,Wind,0.29
222,2,Wind,0.1
223,2,Wind,0.14
224,2,Wind,0.13
225,2,Wind,0.11
226,2,Wind,0.1
227,2,Wind,0.06
228,2,Wind,0.03
229,2,Wind,0.06
230,2,Wind,0.22
231,2,Wind,0.21
232,2,Wind,0.24
233,2,Wind,0.4
234,2,Wind,0.37
235,2,Wind,0.32
236,2,Wind,0.2
237,2,Wind,0.09
238,2,Wind,0.05
239,2,Wind,0.47
240,2,Wind,0.27
241,2,Wind,0.02
242,2,Wind,0.02
243,2,Wind,0.07
244,2,Wind,0.32
245,2,Wind,0.53
246,2,Wind,0.47
247,2,Wind,0.61
248,2,Wind,0.55
249,2,Wind,0.6
250,2,Wind,0.65
251,2,Wind,0.81
252,2,Wind,0.52
253,2,Wind,0.61
254,2,Wind,0.6
255,2,Wind,0.78
256,2,Wind,0.63
257,2,Wind,0.35
258,2,Wind,0.38
259,2,Wind,0.42
260,2,Wind,0.41
261,2,Wind,0.5
262,2,Wind,0.28
263,2,Wind,0.23
264,2,Wind,0.69
265,2,Wind,0.57
266,2,Wind,0.24
267,2,Wind,0.19
268,2,Wind,0.48
269,2,Wind,0.59
270,2,Wind,0.39
271,2,Wind,0.14
272,2,Wind,0.5
273,2,Wind,0.52
274,2,Wind,0.74
275,2,Wind,0.69
276,2,Wind,0.4
277,2,Wind,0.6
278,2,Wind,0.59
279,2,Wind,0.64
280,2,Wind,0.83
281,2,Wind,0.5
282,2,Wind,0.51
283,2,Wind,0.9
284,2,Wind,0.71
285,2,Wind,0.98
286,2,Wind,0.86
287,2,Wind,0.95
288,2,Wind,0.92
289,2,Wind,0.87
290,2,Wind,0.52
291,2,Wind,0.18
292,2,Wind,0.53
293,2,Wind,0.31
294,2,Wind,0.71
295,2,Wind,0.41
296,2,Wind,0.21
297,2,Wind,0.58
298,2,Wind,0.54
299,2,Wind,0.56
300,2,Wind,0.84
301,2,Wind,0.36
302,2,Wind,0.16
303,2,Wind,0.11
304,2,Wind,0.09
305,2,Wind,0.2
306,2,Wind,0.7
307,2,Wind,0.86
308,2,Wind,0.61
309,2,Wind,0.36
310,2,Wind,0.04
311,2,Wind,0.16
312,2,Wind,0.52
313,2,Wind,0.23
314,2,Wind,0.15
315,2,Wind,0.07
316,2,Wind,0.14
317,2,Wind,0.05
318,2,Wind,0.15
319,2,Wind,0.48
320,2,Wind,0.58
321,2,Wind,0.21
322,2,Wind,0.14
323,2,Wind,0.43
324,2,Wind,0.35
325,2,Wind,0.18
326,2,Wind,0.06
327,2,Wind,0.09
328,2,Wind,0.07
329,2,Wind,0.13
330,2,Wind,0.17
331,2,Wind,0.05
332,2,Wind,0.29
333,2,Wind,0.59
334,2,Wind,0.23
335,2,Wind,0.79
336,2,Wind,0.75
337,2,Wind,0.34
338,2,Wind,0.08
339,2,Wind,0.35
340,2,Wind,0.35
341,2,Wind,0.26
342,2,Wind,0.25
343,2,Wind,0.08
344,2,Wind,0.28
345,2,Wind,0.4
346,2,Wind,0.38
347,2,Wind,0.25
348,2,Wind,0.2
349,2,Wind,0.18
350,2,Wind,0.19
351,2,Wind,0.04
352,2,Wind,0.19
353,2,Wind,0.37
354,2,Wind,0.6
355,2,Wind,0.38
356,2,Wind,0.21
357,2,Wind,0.13
358,2,Wind,0.13
359,2,Wind,0.27
360,2,Wind,0.42
361,2,Wind,0.26
362,2,Wind,0.54
363,2,Wind,0.17
364,2,Wind,0.47
365,2,Wind,0.1
366,2,Wind,0.06
367,2,Wind,0.08
368,2,Wind,0.05
369,2,Wind,0.1
370,2,Wind,0.15
371,2,Wind,0.21
372,2,Wind,0.2
373,2,Wind,0.09
374,2,Wind,0.09
375,2,Wind,0.04
376,2,Wind,0.02
377,2,Wind,0.14
378,2,Wind,0.33
379,2,Wind,0.4
380,2,Wind,0.62
381,2,Wind,0.51
382,2,Wind,0.67
383,2,Wind,0.55
384,2,Wind,0.76
385,2,Wind,0.54
386,2,Wind,0.14
387,2,Wind,0.18
388,2,Wind,0.09
389,2,Wind,0.15
390,2,Wind,0.17
391,2,Wind,0.08
392,2,Wind,0.09
393,2,Wind,0.16
394,2,Wind,0.15
395,2,Wind,0.14
396,2,Wind,0.14
397,2,Wind,0.05
398,2,Wind,0.05
399,2,Wind,0.05
400,2,Wind,0.08
401,2,Wind,0.05
402,2,Wind,0.53
403,2,Wind,0.22
404,2,Wind,0.19
405,2,Wind,0.09
406,2,Wind,0.32
407,2,Wind,0.54
408,2,Wind,0.58
409,2,Wind,0.62
410,2,Wind,0.35
411,2,Wind,0.3
412,2,Wind,0.26
413,2,Wind,0.19
414,2,Wind,0.33
415,2,Wind,0.56
416,2,Wind,0.6
417,2,Wind,0.74
418,2,Wind,0.92
419,2,Wind,0.79
420,2,Wind,0.62
421,2,Wind,0.39
422,2,Wind,0.16
423,2,Wind,0.02
424,2,Wind,0.07
425,2,Wind,0.18
426,2,Wind,0.44
427,2,Wind,0.26
428,2,Wind,0.12
429,2,Wind,0.06
430,2,Wind,0.19
431,2,Wind,0.56
432,2,Wind,0.51
433,2,Wind,0.33
434,2,Wind,0.37
435,2,Wind,0.3
436,2,Wind,0.22
437,2,Wind,0.14
438,2,Wind,0.1
439,2,Wind,0.18
440,2,Wind,0.47
441,2,Wind,0.35
442,2,Wind,0.6
443,2,Wind,0.25
444,2,Wind,0.06
445,2,Wind,0.24
446,2,Wind,0.35
447,2,Wind,0.72
448,2,Wind,0.89
449,2,Wind,0.89
450,2,Wind,0.7
451,2,Wind,0.4
452,2,Wind,0.1
453,2,Wind,0.37
454,2,Wind,0.63
455,2,Wind,0.33
456,2,Wind,0.13
457,2,Wind,0.61
458,2,Wind,0.79
459,2,Wind,0.56
460,2,Wind,0.57
461,2,Wind,0.19
462,2,Wind,0.04
463,2,Wind,0.19
464,2,Wind,0.1
465,2,Wind,0.07
466,2,Wind,0.21
467,2,Wind,0.09
468,2,Wind,0.39
469,2,Wind,0.23
470,2,Wind,0.02
471,2,Wind,0.03
472,2,Wind,0.04
473,2,Wind,0.1
474,2,Wind,0.51
475,2,Wind,0.51
476,2,Wind,0.45
477,2,Wind,0.22
478,2,Wind,0.14
479,2,Wind,0.33
480,2,Wind,0.1
481,2,Wind,0.16
482,2,Wind,0.27
483,2,Wind,0.21
484,2,Wind,0.09
485,2,Wind,0.09
486,2,Wind,0.27
487,2,Wind,0.14
488,2,Wind,0.14
489,2,Wind,0.08
490,2,Wind,0.19
491,2,Wind,0.49
492,2,Wind,0.71
493,2,Wind,0.94
494,2,Wind,0.87
495,2,Wind,0.53
496,2,Wind,0.49
497,2,Wind,0.35
498,2,Wind,0.18
499,2,Wind,0.03
500,2,Wind,0.26
501,2,Wind,0.61
502,2,Wind,0.44
503,2,Wind,0.37
504,2,Wind,0.5
505,2,Wind,0.09
506,2,Wind,0.02
507,2,Wind,0.11
508,2,Wind,0.67
509,2,Wind,0.87
510,2,Wind,0.84
511,2,Wind,0.5
512,2,Wind,0.52
513,2,Wind,0.4
514,2,Wind,0.14
515,2,Wind,0.29
516,2,Wind,0.73
517,2,Wind,0.66
518,2,Wind,0.81
519,2,Wind,0.75
520,2,Wind,0.89
521,2,Wind,0.83
522,2,Wind,0.61
523,2,Wind,0.74
524,2,Wind,0.81
525,2,Wind,0.94
526,2,Wind,0.53
527,2,Wind,0.15
528,2,Wind,0.15
529,2,Wind,0.6
530,2,Wind,0.85
531,2,Wind,0.53
532,2,Wind,0.16
533,2,Wind,0.08
534,2,Wind,0.19
535,2,Wind,0.31
536,2,Wind,0.23
537,2,Wind,0.16
538,2,Wind,0.41
539,2,Wind,0.43
540,2,Wind,0.56
541,2,Wind,0.8
542,2,Wind,0.73
543,2,Wind,0.42
544,2,Wind,0.57
545,2,Wind,0.59
546,2,Wind,0.5
547,2,Wind,0.4
548,2,Wind,0.68
549,2,Wind,0.7
550,2,Wind,0.39
551,2,Wind,0.27
552,2,Wind,0.47
553,2,Wind,0.68
554,2,Wind,0.61
555,2,Wind,0.71
556,2,Wind,0.69
557,2,Wind,0.6
558,2,Wind,0.49
559,2,Wind,0.51
560,2,Wind,0.55
561,2,Wind,0.25
562,2,Wind,0.12
563,2,Wind,0.42
564,2,Wind,0.83
565,2,Wind,0.82
566,2,Wind,0.77
567,2,Wind,0.58
568,2,Wind,0.82
569,2,Wind,0.8
570,2,Wind,0.82
571,2,Wind,0.59
572,2,Wind,0.14
573,2,Wind,0.52
574,2,Wind,0.73
575,2,Wind,0.63
576,2,Wind,0.75
577,2,Wind,0.64
578,2,Wind,0.18
579,2,Wind,0.03
580,2,Wind,0.13
581,2,Wind,0.41
582,2,Wind,0.56
583,2,Wind,0.62
584,2,Wind,0.72
585,2,Wind,0.63
586,2,Wind,0.48
587,2,Wind,0.32
588,2,Wind,0.59
589,2,Wind,0.81
590,2,Wind,0.24
591,2,Wind,0.81
592,2,Wind,0.96
593,2,Wind,0.88
594,2,Wind,0.56
595,2,Wind,0.24
596,2,Wind,0.67
597,2,Wind,0.78
598,2,Wind,0.48
599,2,Wind,0.75
600,2,Wind,0.89
601,2,Wind,0.74
602,2,Wind,0.94
603,2,Wind,0.97
604,2,Wind,0.97
605,2,Wind,0.98
606,2,Wind,0.95
607,2,Wind,0.53
608,2,Wind,0.69
609,2,Wind,0.49
610,2,Wind,0.37
611,2,Wind,0.81
612,2,Wind,0.66
613,2,Wind,0.49
614,2,Wind,0.59
615,2,Wind,0.78
616,2,Wind,0.4
617,2,Wind,0.39
618,2,Wind,0.44
619,2,Wind,0.79
620,2,Wind,0.88
621,2,Wind,0.83
622,2,Wind,0.6
623,2,Wind,0.19
624,2,Wind,0.08
625,2,Wind,0.23
626,2,Wind,0.17
627,2,Wind,0.43
628,2,Wind,0.58
629,2,Wind,0.67
630,2,Wind,0.88
631,2,Wind,0.82
632,2,Wind,0.57
633,2,Wind,0.28
634,2,Wind,0.13
635,2,Wind,0.45
636,2,Wind,0.37
637,2,Wind,0.32
638,2,Wind,0.38
639,2,Wind,0.41
640,2,Wind,0.48
641,2,Wind,0.86
642,2,Wind,0.61
643,2,Wind,0.45
644,2,Wind,0.38
645,2,Wind,0.36
646,2,Wind,0.38
647,2,Wind,0.4
648,2,Wind,0.36
649,2,Wind,0.42
650,2,Wind,0.16
651,2,Wind,0.79
652,2,Wind,0.45
653,2,Wind,0.21
654,2,Wind,0.89
655,2,Wind,0.67
656,2,Wind,0.65
657,2,Wind,0.89
658,2,Wind,0.38
659,2,Wind,0.17
660,2,Wind,0.56
661,2,Wind,0.93
662,2,Wind,0.97
663,2,Wind,0.92
664,2,Wind,0.93
665,2,Wind,0.84
666,2,Wind,0.57
667,2,Wind,0.18
668,2,Wind,0.69
669,2,Wind,0.89
670,2,Wind,0.84
671,2,Wind,0.25
672,2,Wind,0.79
673,2,Wind,0.54
674,2,Wind,0.85
675,2,Wind,0.45
676,2,Wind,0.94
677,2,Wind,0.95
678,2,Wind,0.83
679,2,Wind,0.59
680,2,Wind,0.27
681,2,Wind,0.59
682,2,Wind,0.36
683,2,Wind,0.55
684,2,Wind,0.62
685,2,Wind,0.9
686,2,Wind,0.96
687,2,Wind,0.88
688,2,Wind,0.6
689,2,Wind,0.39
690,2,Wind,0.09
691,2,Wind,0.32
692,2,Wind,0.67
693,2,Wind,0.81
694,2,Wind,0.7
695,2,Wind,0.45
696,2,Wind,0.18
697,2,Wind,0.3
698,2,Wind,0.86
699,2,Wind,0.45
700,2,Wind,0.14
701,2,Wind,0.72
702,2,Wind,0.51
703,2,Wind,0.74
704,2,Wind,0.59
