T,O,value
587,4,0.7785425096953218
588,4,0.590124825912872
589,4,0.8154997379573224
590,4,0.6277040390927539
591,4,0.5496574050073971
592,4,0.6264218778182115
593,4,0.76754119621621
594,4,0.6867108727403213
595,4,0.5657202519117023
596,4,0.8694583481408067
597,4,0.5935915542765224
598,4,0.8073247335910136
599,4,0.8594967875597446
600,4,0.5593934130867138
601,4,0.774312477936149
602,4,0.5555699350105964
603,4,0.7639478560864239
604,4,0.8282812897296631
605,4,0.6321507036008683
606,4,0.6190561524420796
607,4,0.770215005591698
608,4,0.5843917887575546
609,4,0.6919859289822647
610,4,0.6948118671574274
611,4,0.5895950583342092
612,4,0.8136395731235069
613,4,0.6550881740491268
614,4,0.8279074258260102
615,4,0.8774321958744673
616,4,0.6492463145619881
617,4,0.8906060902574637
618,4,0.8375615196651996
619,4,0.5823468956083315
620,4,0.8005366330308723
621,4,0.8347646981856613
622,4,0.6052197374267431
623,4,0.7413114369975823
624,4,0.8532279318999743
625,4,0.5519994186571262
626,4,0.7687683523334251
627,4,0.7049829235352364
628,4,0.6505058159234917
629,4,0.8666630185353381
630,4,0.8674017512767127
631,4,0.6101471734036464
632,4,0.7948210990174507
633,4,0.704306196883281
634,4,0.8172754336580339
635,4,0.8544538457232961
636,4,0.7311087727189612
637,4,0.8009528229631001
638,4,0.6915246735018338
639,4,0.7426131497233105
640,4,0.6845720429908381
641,4,0.8851154629565474
642,4,0.5727319182964554
643,4,0.8447809025176295
644,4,0.6383405164747448
645,4,0.9276377301585681
646,4,0.5623425501111856
647,4,0.895654023459682
648,4,0.636470353978619
649,4,0.9033973713037244
650,4,0.8398268443186075
651,4,0.5599089016039769
652,4,0.6789719767043397
653,4,0.7741021508993511
654,4,0.6247460680064121
655,4,0.8535453169053245
656,4,0.6210097840500667
657,4,0.8464862557369458
658,4,0.6351548890802899
659,4,0.8898939342790618
660,4,0.6068457951294765
661,4,0.8430585397768088
662,4,0.5926106208296803
663,4,0.8396838092883119
664,4,0.6182919683302626
665,4,0.7474997378536185
666,4,0.8862438817015684
667,4,0.7466223902445017
668,4,0.8833641778784775
669,4,0.6261957473686143
670,4,0.8702808558197046
671,4,0.6799742046110396
672,4,0.9510203338490336
673,4,0.6516153409927529
674,4,0.8810013410612119
675,4,0.7382835779867791
676,4,0.7288924101110719
677,4,0.5571376379961349
678,4,0.8662298839717808
679,4,0.6596838078251688
680,4,0.9334426500953447
681,4,0.7838560915048682
682,4,0.6104143692885321
683,4,0.836440062646571
684,4,0.6358827071767266
685,4,0.8703736796617477
686,4,0.687370483293522
687,4,0.6917730197487107
688,4,0.9000493351636115
689,4,0.5932916689320797
690,4,0.8562860429635106
691,4,0.6188388609304668
692,4,0.8976777512230386
693,4,0.676663067925328
694,4,0.8656951303338056
695,4,0.5645562507829172
696,4,0.8860645061988434
697,4,0.6685040886325839
698,4,0.7751649214701373
699,4,0.9108387159933933
700,4,0.8669718807993888
701,4,0.6430686675665607
702,4,0.7790095125099477
703,4,0.5689119427400152
704,4,0.8662893236909007
705,4,0.77395663036206
706,4,0.6664209279463351
707,4,0.7180071807176961
708,4,0.8986131235635039
709,4,0.6654247313645664
710,4,0.818993991373991
711,4,0.8691738718201174
712,4,0.6463963517476389
713,4,0.8335507326395154
714,4,0.6553565052536816
715,4,0.5562319265694369
716,4,0.6837046196898086
717,4,0.9106252169086032
718,4,0.6064776466684775
719,4,0.7733975290097046
720,4,0.7811298894788022
